course_id,module_number,module_title,lesson_number,lesson_title,lesson_token,is_video,is_homework
04ba6d0b40670c43a209141fa01fa784,5,Иконки — погружение в мир микроанимации,2,Инструменты,b401bbde-67d7-4d46-a0f4-1c67f85f7961,true,false
04ba6d0b40670c43a209141fa01fa784,5,Иконки — погружение в мир микроанимации,3,Анимация иконки,716eb5eb-c2de-4524-91f6-a0a307207b89,true,false
04ba6d0b40670c43a209141fa01fa784,5,Иконки — погружение в мир микроанимации,4,Домашняя работа,1a4877a6-ffe7-47d3-b8bd-8f3b1b773baa,false,true
04ba6d0b40670c43a209141fa01fa784,6,Бонус-модуль. Экспорт анимации в код. Плагин Bodymovin,1,Бонус-модуль. Экспорт анимации в код. Плагин Bodymovin,464facff-3b25-4a3b-a475-7c54e3dc9536,true,false
04ba6d0b40670c43a209141fa01fa784,7,Прелоадеры,1,Preloaders,6184bfe8-96e2-43fb-9963-251c01c56fe8,true,false
04ba6d0b40670c43a209141fa01fa784,7,Прелоадеры,2,Expression,31f00c3f-bff0-41d9-aa2b-ad0b4b139ecd,true,false
04ba6d0b40670c43a209141fa01fa784,7,Прелоадеры,3,Домашняя работа,e6f20eed-07e5-49e6-9f08-c3c9fa7121a3,false,true
04ba6d0b40670c43a209141fa01fa784,8,Material Design,1,Material Design,fc17f81f-568a-4d65-8844-11daafc62763,true,false
04ba6d0b40670c43a209141fa01fa784,8,Material Design,2,Разбор анимации c Dribbble.com,db4935da-772f-459a-96fd-b61e3918d858,true,false
04ba6d0b40670c43a209141fa01fa784,8,Material Design,3,Домашняя работа,3c63d001-41a5-40db-a1f8-8b377ea83b44,false,true
04ba6d0b40670c43a209141fa01fa784,9,Бонус-модуль. Звуки в интерфейсе,1,Бонус-модуль. Звуки в интерфейсе,30bc7160-b29b-48e3-919e-92cc4be12809,true,false
04ba6d0b40670c43a209141fa01fa784,10,Principle (обновлён 06.06.19),1,Введение,e9deb375-7c47-49ef-bc9d-2e58307bb968,true,false
04ba6d0b40670c43a209141fa01fa784,10,Principle (обновлён 06.06.19),2,Интерфейс и простая анимация,32e78e5e-9f5f-416d-bb19-d495b5138777,true,false
04ba6d0b40670c43a209141fa01fa784,10,Principle (обновлён 06.06.19),3,"Импорт макетов, работа с медиа и основы интерактивной анимации ",102322ce-ee9f-4b74-9199-a1a40c4d990e,true,false
04ba6d0b40670c43a209141fa01fa784,10,Principle (обновлён 06.06.19),4,Вертикальный скролл и привязка анимации через драйвера,0c9c8b72-d27c-49d6-87ac-5ed564d3d390,true,false
04ba6d0b40670c43a209141fa01fa784,10,Principle (обновлён 06.06.19),5,Работа с компонентами и быстрое переименование группы элементов,3bcb4d4d-f230-4081-9d13-9a160ed9a840,true,false
04ba6d0b40670c43a209141fa01fa784,10,Principle (обновлён 06.06.19),6,Сложный переход. Горизонтальный слайдер. Работа над ошибками и экспорт анимации,75012d10-512b-4341-a64a-9180067658c2,true,false
04ba6d0b40670c43a209141fa01fa784,10,Principle (обновлён 06.06.19),7,Домашняя работа,ff04b4b1-51db-4c73-8581-ae49bcf4cbca,false,true
04ba6d0b40670c43a209141fa01fa784,11,Webflow — инструмент прототипирования веб-интерфейсов,1,Webflow,c6e7c40f-5fd5-4700-ba52-c3c6081352d8,true,false
04ba6d0b40670c43a209141fa01fa784,11,Webflow — инструмент прототипирования веб-интерфейсов,2,Практика,11979772-9ca4-4ec0-9bc4-ce0f4e7b4bc8,true,false
04ba6d0b40670c43a209141fa01fa784,11,Webflow — инструмент прототипирования веб-интерфейсов,3,Домашняя работа,263f0c6a-e41d-4bab-ba1d-e466ade4dc9f,false,true
04ba6d0b40670c43a209141fa01fa784,12,InVision Studio,1,Обзор и полезные ресурсы,8b10e13c-c38f-44dc-be66-901f6a9c399f,true,false
04ba6d0b40670c43a209141fa01fa784,12,InVision Studio,2,Интерфейс и основы анимации в InVision Studio,661a9ac9-8230-48ed-9123-ffc346c692dc,true,false
04ba6d0b40670c43a209141fa01fa784,12,InVision Studio,3,"Trigger, timeline, easing",b8257730-223b-4c5f-9bcb-8368f986a1e3,true,false
04ba6d0b40670c43a209141fa01fa784,12,InVision Studio,4,Экспорт анимации,e0308c88-e62e-4827-beb2-2edb2b7de2bd,true,false
04ba6d0b40670c43a209141fa01fa784,12,InVision Studio,5,Практика,857c5151-6df9-43e1-bb50-fd352fea8c9f,true,false
04ba6d0b40670c43a209141fa01fa784,12,InVision Studio,6,Домашняя работа,35542ef4-6dad-4772-bc34-26a4f58cd6d1,false,true
04ba6d0b40670c43a209141fa01fa784,13,Анимация статичной концепции,1,Полезное,64a131ff-ecca-4c4f-86f0-160bf3d85385,true,false
04ba6d0b40670c43a209141fa01fa784,13,Анимация статичной концепции,2,Анимации статичной концепции. Часть I,3a8ef1cf-b674-4a97-9db6-bede29288ca4,true,false
04ba6d0b40670c43a209141fa01fa784,13,Анимация статичной концепции,3,Анимации статичной концепции. Часть II,46c00105-8c5f-4a03-a64c-c7a41757b3ce,true,false
04ba6d0b40670c43a209141fa01fa784,13,Анимация статичной концепции,4,Анимация статичной концепции. Часть III,1fa65423-6d6e-4158-a6f7-a8d51c34d2c4,true,false
04ba6d0b40670c43a209141fa01fa784,13,Анимация статичной концепции,5,Домашняя работа,54e486c5-cbea-4f7a-b086-d474c9ad8f78,false,true
04ba6d0b40670c43a209141fa01fa784,14,"Видеобаннеры. Тренд, который заслуживает внимания",1,Видеобаннеры,fbe48197-d951-4bca-8555-0f669bb9197d,true,false
04ba6d0b40670c43a209141fa01fa784,14,"Видеобаннеры. Тренд, который заслуживает внимания",2,3D в  After Effects,1e35c825-8994-4af6-b533-b5f3f3a40422,true,false
04ba6d0b40670c43a209141fa01fa784,14,"Видеобаннеры. Тренд, который заслуживает внимания",3,3D анимация,239a7f67-2849-4e58-bd62-431499bf8286,true,false
04ba6d0b40670c43a209141fa01fa784,14,"Видеобаннеры. Тренд, который заслуживает внимания",4,Домашняя работа,f98886e0-3fac-4c3c-bb62-0ebf6dc68588,false,true
04ba6d0b40670c43a209141fa01fa784,15,Анимация концепции для презентации клиенту,1,Анимация концепции,586fe520-0500-4442-8a53-05dc1ffcc53d,true,false
04ba6d0b40670c43a209141fa01fa784,15,Анимация концепции для презентации клиенту,2,Анимация концепции. Практика,4df9f91f-3c5e-4daa-aab4-cf9c7be2f39a,true,false
04ba6d0b40670c43a209141fa01fa784,15,Анимация концепции для презентации клиенту,3,Анимация концепции. Практика. Часть II,8d1bb4ef-29b0-44b2-af6b-673de7f048df,true,false
04ba6d0b40670c43a209141fa01fa784,15,Анимация концепции для презентации клиенту,4,Домашняя работа,22f2dd07-fa52-4d73-af5d-4283b7f99ef7,false,true
04ba6d0b40670c43a209141fa01fa784,16,Бонус-модуль. Анимация в верстке,1,Анимация в верстке,345d7533-05f9-4394-a353-47a2cbfc8d42,true,false
04ba6d0b40670c43a209141fa01fa784,17,Бонус-модуль. Практика: разбор кейса Уралсиб,1,Бонус-модуль. Практика: разбор кейса Уралсиб,738f3a7e-cd88-41f9-b266-80c88cc1b022,true,false
04ba6d0b40670c43a209141fa01fa784,18,Чистая магия — cоздание продающего шоурила,1,​Что влияет на создание продающего шоурила,3c185d70-1e13-48c0-b2f7-506330dc3405,true,false
04ba6d0b40670c43a209141fa01fa784,18,Чистая магия — cоздание продающего шоурила,2,Создаем шоурил,00c05439-18f2-41d0-81b5-2fff4c63a840,true,false
04ba6d0b40670c43a209141fa01fa784,18,Чистая магия — cоздание продающего шоурила,3,Домашняя работа,24a3031c-6bed-4c1f-8ccd-29ad2c3b3e74,false,true
04ba6d0b40670c43a209141fa01fa784,19,Рабочие будни моушн-дизайнера,1,Рабочие будни моушн-дизайнера,f27f6e5c-dbef-41a9-b6a3-4c8c31e730d5,true,false
04ba6d0b40670c43a209141fa01fa784,20,Дьявол в деталях,1,Дьявол в деталях,cc122bb3-33e5-487b-a84b-41073cb490c8,true,false
04ba6d0b40670c43a209141fa01fa784,21,Дипломная работа,1,Дипломная работа,25612840-cfe9-4120-966c-c40e49265cd9,false,true
0770b1b039964228294f1f34b29fc2c1,1,Экологичный путь менеджера,1,Карта компетенций менеджера,023d96d8-63ac-4d6f-974f-a15add3cdb34,true,false
0770b1b039964228294f1f34b29fc2c1,1,Экологичный путь менеджера,2,Требовательность: как ее развивать у себя и своих сотрудников,720c3243-971b-4800-8a36-1828d13ff5a0,true,false
0770b1b039964228294f1f34b29fc2c1,1,Экологичный путь менеджера,3,Власть. Мозгоклюйство. Эксплуатация,b331d3fa-26bb-4bfa-9868-8c356712cfda,true,false
0770b1b039964228294f1f34b29fc2c1,1,Экологичный путь менеджера,4,Домашняя работа,8e0b5603-ecc4-46f0-9468-02df445089aa,false,true
0770b1b039964228294f1f34b29fc2c1,2,Релиз-менеджмент: готовим проекты к запуску,1,Релиз-менеджмент: готовим проекты к запуску. Часть I,673b62e9-2a29-45a2-879c-587be6d9e3af,true,false
0770b1b039964228294f1f34b29fc2c1,2,Релиз-менеджмент: готовим проекты к запуску,2,Релиз-менеджмент: готовим проекты к запуску. Часть II,886d581d-fa61-44fa-9bf7-ee61e76d773e,true,false
0770b1b039964228294f1f34b29fc2c1,2,Релиз-менеджмент: готовим проекты к запуску,3,Домашняя работа,de871f89-12eb-4718-9650-efbf5ca9cc05,false,true
0770b1b039964228294f1f34b29fc2c1,3,Требовательность digital-продюсера,1,Требовательность,f5cd4cfe-63f3-4f90-ac61-8c5fdbd8fdb4,true,false
0770b1b039964228294f1f34b29fc2c1,3,Требовательность digital-продюсера,2,Когнитивные искажения,2e825cf2-86a8-47c6-a1f6-a851e4c53ffd,true,false
0770b1b039964228294f1f34b29fc2c1,3,Требовательность digital-продюсера,3,Разница между требовательностью и мозгоклюйством,0af15b01-0a2a-4b85-9a07-5e3fa7c97ecc,true,false
0770b1b039964228294f1f34b29fc2c1,3,Требовательность digital-продюсера,4,Домашняя работа,5b6a0bec-b7d7-4b32-9820-ed30ce2f31d4,false,true
0770b1b039964228294f1f34b29fc2c1,4,Аналитика. Базовые навыки,1,Аналитика в digital-проектах,96c8b66c-6bce-4d02-908f-7577dc2b32b3,true,false
0770b1b039964228294f1f34b29fc2c1,4,Аналитика. Базовые навыки,2,Пишем ТЗ. Годные шаблоны,c75f28a2-02fe-47ce-929d-6db242111831,true,false
0770b1b039964228294f1f34b29fc2c1,4,Аналитика. Базовые навыки,3,Домашняя работа,e977dbbd-0b9f-461d-8599-b4abdc9e54f9,false,true
0770b1b039964228294f1f34b29fc2c1,5,Как пасти котов: правильное делегирование в IT,1,Как ставить задачи и не ссориться с разработчиками,feadff78-4504-42e5-9c9b-c7e002c7f71c,true,false
0770b1b039964228294f1f34b29fc2c1,5,Как пасти котов: правильное делегирование в IT,2,SMART и правила делегирования,5ff3d87d-5e07-46d1-a08c-9441035505da,true,false
0770b1b039964228294f1f34b29fc2c1,5,Как пасти котов: правильное делегирование в IT,3,Пробуем Канбан,70795926-cf6f-4cd0-8938-ba71e5985cdd,true,false
0770b1b039964228294f1f34b29fc2c1,5,Как пасти котов: правильное делегирование в IT,4,Домашняя работа,2f69018d-3f47-46f3-81c6-389345f22b67,false,true
0770b1b039964228294f1f34b29fc2c1,6,Переговорные навыки. Часть 1. Цикл продаж,1,Переговоры. Продажи. Введение,0c0641c1-55dd-4b1c-8c2c-211697720202,true,false
0770b1b039964228294f1f34b29fc2c1,6,Переговорные навыки. Часть 1. Цикл продаж,2,Заказ digital-услуги глазами клиента,543c843b-a3bb-44be-863c-9fcb9b4ab991,true,false
0770b1b039964228294f1f34b29fc2c1,6,Переговорные навыки. Часть 1. Цикл продаж,3,Типовые переговоры и ошибки в digital,78f20a02-8720-48b6-bc9b-1c4fadcf9648,true,false
0770b1b039964228294f1f34b29fc2c1,6,Переговорные навыки. Часть 1. Цикл продаж,4,Цикл продаж,578c6532-48c6-4674-b2d8-c5361ba368ff,true,false
0770b1b039964228294f1f34b29fc2c1,6,Переговорные навыки. Часть 1. Цикл продаж,5,Домашняя работа,99bfdaee-133f-4c6c-91e7-e40e36a6df6d,false,true
0770b1b039964228294f1f34b29fc2c1,7,Переговорные навыки. Провокации. Работа с возражениями. Часть 2.,1,Подходящий-неподходящий клиент,510c2a1e-73df-42e3-8d59-3a90615f2d77,true,false
0770b1b039964228294f1f34b29fc2c1,7,Переговорные навыки. Провокации. Работа с возражениями. Часть 2.,2,Экспресс-классификация клиентов.,fa27b023-f18b-41f0-9b2a-243ecde8dc09,true,false
0770b1b039964228294f1f34b29fc2c1,7,Переговорные навыки. Провокации. Работа с возражениями. Часть 2.,3,Работа с возражениями,67f0c29a-9d83-4e0f-b0b0-307a58e50345,true,false
0770b1b039964228294f1f34b29fc2c1,7,Переговорные навыки. Провокации. Работа с возражениями. Часть 2.,4,Провокация,82bc0bfc-bb06-48be-8dd9-01f9e8229b12,true,false
0770b1b039964228294f1f34b29fc2c1,7,Переговорные навыки. Провокации. Работа с возражениями. Часть 2.,5,Конструктивный диалог. Слои аргументации,b37463c6-59a9-4d65-8eca-2a6376192235,true,false
0770b1b039964228294f1f34b29fc2c1,7,Переговорные навыки. Провокации. Работа с возражениями. Часть 2.,6,Домашняя работа,7ca12611-4f2d-406a-89cf-2d827e5e5945,false,true
0770b1b039964228294f1f34b29fc2c1,8,Оценка и декомпозиция digital-проектов,1,"Декомпозиция: не по функциям, а по экранам!",b3d185d1-5ed3-4914-a0dd-3d12ac2f768f,true,false
0770b1b039964228294f1f34b29fc2c1,8,Оценка и декомпозиция digital-проектов,2,Откуда это на странице?,f0eaf7f7-400b-4e6c-876e-9c8e8458dceb,true,false
0770b1b039964228294f1f34b29fc2c1,8,Оценка и декомпозиция digital-проектов,3,Неопределенность бьет по башке,ff984d21-48cd-4cf1-bb96-fa16582199a8,true,false
0770b1b039964228294f1f34b29fc2c1,8,Оценка и декомпозиция digital-проектов,4,Способы оценок. Математическое обоснование экономической невозможности точных и адекватных оценок.,23cc41e7-f713-4ca3-b54d-f5ae724b6555,true,false
0770b1b039964228294f1f34b29fc2c1,8,Оценка и декомпозиция digital-проектов,5,Адекватная модель оценки задач,cc0f11ae-e6eb-49f5-a400-3783eb605cbb,true,false
0770b1b039964228294f1f34b29fc2c1,8,Оценка и декомпозиция digital-проектов,6,Оценки с опорой на прошлое и будущее,c27ba4b7-7802-4aaf-bf36-5b7f90a4966f,true,false
0770b1b039964228294f1f34b29fc2c1,8,Оценка и декомпозиция digital-проектов,7,Постановка задач на ресерч,e4d631b6-60c3-4975-95f4-e444aad4bd6c,true,false
0770b1b039964228294f1f34b29fc2c1,8,Оценка и декомпозиция digital-проектов,8,Реальная смета. Формат. Подготовка вилочных и точных смет.,991dc933-5a11-4f5c-afa2-85dc55b06ffc,true,false
0770b1b039964228294f1f34b29fc2c1,8,Оценка и декомпозиция digital-проектов,9,Откуда брать оценки.,3fadc8ad-419a-4d08-a428-89fc5613c392,true,false
0770b1b039964228294f1f34b29fc2c1,8,Оценка и декомпозиция digital-проектов,10,Экспресс-версия диаграммы Ганта. Запуск проекта с распараллеливанием.,1edb9916-9df5-49b3-96af-46ce4ccd3535,true,false
0770b1b039964228294f1f34b29fc2c1,8,Оценка и декомпозиция digital-проектов,11,Нетиповые проекты. Большое-толстое ТЗ.,2d88f07e-59f0-4a60-abb9-11d2bdc6fc26,true,false
0770b1b039964228294f1f34b29fc2c1,8,Оценка и декомпозиция digital-проектов,12,Домашняя работа,a431e016-77b7-4abc-8253-1379547a4437,false,true
0770b1b039964228294f1f34b29fc2c1,9,Управление временем,1,Методология GTD. Обзор инструментов. Пирамида Франклина и Колесо баланса.,4cfa2d35-8918-45d3-bd6a-839f7c35d5f7,true,false
0770b1b039964228294f1f34b29fc2c1,9,Управление временем,2,Планирование задач. Разбор входящих. Формулировки. Матрица Эйзенхауэра. Вредопольза.,97ac464f-5dc8-4e6a-a035-e422a012ab9c,true,false
0770b1b039964228294f1f34b29fc2c1,9,Управление временем,3,Приоритеты задач. Концентрация. Помодоро. График некидалова. Энергия. Работа с почтой.,fb894eb0-5261-4818-aa48-fc3e0305e1d8,true,false
0770b1b039964228294f1f34b29fc2c1,9,Управление временем,4,Домашняя работа,b9bd6141-50bf-4d26-90fb-81a3c7dc4ea6,false,true
0770b1b039964228294f1f34b29fc2c1,10,Scrum: передовая методология управления современными digital-проектами. Часть 1.,1,Развитие водопадной модели. Появление гибких методологий. Как работает Scrum.,e2061622-8bba-4ef0-b7e8-4c27e5e12ab2,true,false
0770b1b039964228294f1f34b29fc2c1,10,Scrum: передовая методология управления современными digital-проектами. Часть 1.,2,"Ведение бэклогов. Инструменты для ведения, примеры.",9fb277f5-6097-4cb6-ba0f-aedf3e67ec4c,true,false
0770b1b039964228294f1f34b29fc2c1,10,Scrum: передовая методология управления современными digital-проектами. Часть 1.,3,Роли в Scrum. Product Owner во внутренней и заказной разработке,a74baebe-3901-4e53-b71a-cebf76022653,true,false
0770b1b039964228294f1f34b29fc2c1,10,Scrum: передовая методология управления современными digital-проектами. Часть 1.,4,Роли в Scrum. Команда. Scrum master. Значение менеджера в Scrum. Планирование итерации. Оценка задач. Planning poker,deeb2edd-ebea-45b0-ac89-1f8811c35926,true,false
0770b1b039964228294f1f34b29fc2c1,10,Scrum: передовая методология управления современными digital-проектами. Часть 1.,5,Домашняя работа,9bbfb21a-13c2-464b-9705-8593ef547869,false,true
0770b1b039964228294f1f34b29fc2c1,11,Scrum. Передовая методология управления digital-проектами. Часть 2.,1,Минимальная отчетность. Проведение стендапов,bac9cd7e-e659-4e99-8398-d6b9ba753dc5,true,false
0770b1b039964228294f1f34b29fc2c1,11,Scrum. Передовая методология управления digital-проектами. Часть 2.,2,Диаграмма сгорания. Диаграмма производительности,a2057c83-17a3-4c11-9760-057662a70086,true,false
0770b1b039964228294f1f34b29fc2c1,11,Scrum. Передовая методология управления digital-проектами. Часть 2.,3,Стратегии тестирования — коротко,5264143d-a148-4a77-9bd3-189e800321c5,true,false
0770b1b039964228294f1f34b29fc2c1,11,Scrum. Передовая методология управления digital-проектами. Часть 2.,4,Демонстрация проекта. Ретроспективы,4e5f1907-592b-4e4a-b871-55b184bf9943,true,false
0770b1b039964228294f1f34b29fc2c1,11,Scrum. Передовая методология управления digital-проектами. Часть 2.,5,Культ карго в IT. Краткие выводы модуля,1078ded7-6924-4b51-9cb3-c2366f56843a,true,false
0770b1b039964228294f1f34b29fc2c1,11,Scrum. Передовая методология управления digital-проектами. Часть 2.,6,Домашняя работа,102dfa2b-a54b-4d54-a36c-68c646ddf618,false,true
0770b1b039964228294f1f34b29fc2c1,12,Решение факапов. Lean/TOC. Обзор.,1,Конвейер и большие запасы. Бережливое производство. Виды потерь.,1a93ea4b-3f9d-4baa-bdba-6cce67d32a22,true,false
0770b1b039964228294f1f34b29fc2c1,12,Решение факапов. Lean/TOC. Обзор.,2,Устранение потерь. Value Stream Map.,6fc245c5-975e-4e6c-98b5-4926dd66bebb,true,false
0770b1b039964228294f1f34b29fc2c1,12,Решение факапов. Lean/TOC. Обзор.,3,ТОС введение. Диаграмма Иссикавы. Дерево существующей действительности. Грозовая туча,425dc783-0569-466e-9d85-5072e42ceb8f,true,false
0770b1b039964228294f1f34b29fc2c1,12,Решение факапов. Lean/TOC. Обзор.,4,Root Cause анализ. Отчет А3,7bfd0848-0893-4d04-a3fd-604af9d98c7b,true,false
0770b1b039964228294f1f34b29fc2c1,12,Решение факапов. Lean/TOC. Обзор.,5,Домашняя работа,40017879-03e9-4988-a349-8dd54d48ea57,false,true
0770b1b039964228294f1f34b29fc2c1,13,Интеграционные проекты.,1,Интеграция. Что это такое и как с этим быть.,bcac7781-0ebc-4f13-b0f9-751e6f95f395,true,false
0770b1b039964228294f1f34b29fc2c1,13,Интеграционные проекты.,2,Бриф и протокол обмена данными,87b28e14-3d5c-4f82-b5af-d0706c94c473,true,false
0770b1b039964228294f1f34b29fc2c1,13,Интеграционные проекты.,3,Разработка и релиз интеграции,78fcf6ee-6371-40e0-b12c-0360fdb7afb0,true,false
0770b1b039964228294f1f34b29fc2c1,13,Интеграционные проекты.,4,Домашняя работа,8d584856-394a-461b-ba7e-89319a7769f4,false,true
0770b1b039964228294f1f34b29fc2c1,14,Управление дизайнерами. Разработка дизайна по scrum,1,Стратегии разработки дизайна,a68de58f-3ad7-447d-bc8b-57a8fe3530ed,true,false
0770b1b039964228294f1f34b29fc2c1,14,Управление дизайнерами. Разработка дизайна по scrum,2,Работа над дизайном по agile,fb935646-061c-4c2b-bf26-e9fdf798b7ed,true,false
0770b1b039964228294f1f34b29fc2c1,14,Управление дизайнерами. Разработка дизайна по scrum,3,Бегунок креативности,f12f2748-dda0-4018-854f-05ab33336cc9,true,false
0770b1b039964228294f1f34b29fc2c1,14,Управление дизайнерами. Разработка дизайна по scrum,4,"Процесс, подготовка презентации, демонстрация концепции",64bd6a1c-1a0d-4540-982b-76918e8b1bd5,true,false
0770b1b039964228294f1f34b29fc2c1,14,Управление дизайнерами. Разработка дизайна по scrum,5,Работа с возражениями по дизайну,843b444f-2c05-44de-b2bc-7ed64de3b71d,true,false
0770b1b039964228294f1f34b29fc2c1,14,Управление дизайнерами. Разработка дизайна по scrum,6,Новые люди на проекте. Краткие выводы,957c7b77-0eab-4a04-b4dc-d6b4f878e279,true,false
0770b1b039964228294f1f34b29fc2c1,14,Управление дизайнерами. Разработка дизайна по scrum,7,Домашняя работа,057e5133-4d4f-4a7a-ba15-e4f19cc5bca4,false,true
0770b1b039964228294f1f34b29fc2c1,15,Основы технической грамотности,1,Как работает интернет,44d42c3a-6148-477e-aea8-ab5d8f6d130b,true,false
0770b1b039964228294f1f34b29fc2c1,15,Основы технической грамотности,2,Хостинг: планирование нагрузок,abcd6a8d-9a06-49d0-9b42-6e549cdfb838,true,false
0770b1b039964228294f1f34b29fc2c1,15,Основы технической грамотности,3,Deployment. Доступы,c0f7e5ed-681f-4046-9631-0806b31d6934,true,false
0770b1b039964228294f1f34b29fc2c1,15,Основы технической грамотности,4,SSL-сертификаты,74a20737-7252-4526-b290-db15d5679e74,true,false
0770b1b039964228294f1f34b29fc2c1,15,Основы технической грамотности,5,Почта,c5169b74-056e-4123-8c9d-259ebe3f3759,true,false
0770b1b039964228294f1f34b29fc2c1,15,Основы технической грамотности,6,Проверка скорости работы систем,50fbf428-35eb-4f89-9c3f-33d5ba7f6c69,true,false
0770b1b039964228294f1f34b29fc2c1,15,Основы технической грамотности,7,GIT/SVN для менеджеров,d59e8899-7c31-41e6-81b0-ea2c0e9f1f14,true,false
0770b1b039964228294f1f34b29fc2c1,15,Основы технической грамотности,8,Адаптивные сайты. Мобильные сайты,2a803449-4a13-4926-9060-96734a732d5c,true,false
0770b1b039964228294f1f34b29fc2c1,15,Основы технической грамотности,9,Нюансы управления мобильной разработкой,109cec47-59c4-4143-8639-f0ada95ec8da,true,false
0770b1b039964228294f1f34b29fc2c1,15,Основы технической грамотности,10,CMS / Frameworks,81ef26de-6023-46ab-84be-b6621a80c346,true,false
0770b1b039964228294f1f34b29fc2c1,15,Основы технической грамотности,11,Подключение систем доставки,32eadab2-3f96-4ee0-a0b8-cabde69a7b9d,true,false
0770b1b039964228294f1f34b29fc2c1,15,Основы технической грамотности,12,Домашняя работа,31b40189-a23f-413f-a9e4-ccee9a1cbb4d,false,true
0770b1b039964228294f1f34b29fc2c1,16,Контроль. Риски. Поощрения. Наказания. Обратная связь.,1,Обеспечение работы технической поддержки,b5611840-0c3d-4a34-ac62-92bdad14ec37,true,false
0770b1b039964228294f1f34b29fc2c1,16,Контроль. Риски. Поощрения. Наказания. Обратная связь.,2,Риск-менеджмент. Управление рисками в digital-проектах,603073cf-913a-4afc-80db-505148ef201b,true,false
0770b1b039964228294f1f34b29fc2c1,16,Контроль. Риски. Поощрения. Наказания. Обратная связь.,3,Наказание подчиненных. Как наказывать в интеллектуальной digital-среде.,e3cd7174-8c02-4a06-9dc3-b9f8ebef853c,true,false
0770b1b039964228294f1f34b29fc2c1,16,Контроль. Риски. Поощрения. Наказания. Обратная связь.,4,Проведение совещаний,a7b53005-9752-4f1a-b931-67625e9241df,true,false
0770b1b039964228294f1f34b29fc2c1,16,Контроль. Риски. Поощрения. Наказания. Обратная связь.,5,Метод освоенного объема,bd83a98b-0352-4f36-a7e2-ae4387d092ec,true,false
0770b1b039964228294f1f34b29fc2c1,16,Контроль. Риски. Поощрения. Наказания. Обратная связь.,6,Основы MS Project,8ce1cadc-4b09-44a3-ad67-212910ff6107,true,false
0770b1b039964228294f1f34b29fc2c1,16,Контроль. Риски. Поощрения. Наказания. Обратная связь.,7,Метод освоенного объема в MS Project,f7c1a5a4-0639-4c38-9fc7-7a5adac0ceb9,true,false
0770b1b039964228294f1f34b29fc2c1,16,Контроль. Риски. Поощрения. Наказания. Обратная связь.,8,Домашняя работа,55ea3579-6d43-4a30-9dd4-a3640ca823a6,false,true
0770b1b039964228294f1f34b29fc2c1,17,БОНУСНЫЙ МОДУЛЬ: Работа с типовыми документами,1,Документы для аккаунт-менеджера.,c1818aba-3bcd-40e8-afa4-4bd9da5e5f04,true,false
0770b1b039964228294f1f34b29fc2c1,17,БОНУСНЫЙ МОДУЛЬ: Работа с типовыми документами,2,Передаем проект от аккаунт-менеджера руководителю проекта.,37739b68-5485-4954-8280-6bd1fce7d1ec,true,false
