,Unnamed: 0,mode,price,catch,pbeach,ppier,pboat,pcharter,cbeach,cpier,cboat,ccharter,income
18,19,boat,11.322000000000001,0.0361,211.34400000000002,211.34400000000002,11.322000000000001,46.321999999999996,0.5333,0.0069,0.0361,0.4216,4583.332
19,20,boat,11.322000000000001,0.1574,49.062,49.062,11.322000000000001,35.321999999999996,0.1049,0.0451,0.1574,0.4671,4583.332
20,21,charter,53.522,0.0058,345.744,345.744,18.522000000000002,53.522,0.5333,0.4522,0.0156,0.0058,7916.6663
21,22,charter,44.321999999999996,0.0046,88.06200000000001,88.06200000000001,20.322,44.321999999999996,0.1049,0.0451,0.0023,0.0046,8750.001
22,23,boat,15.134,0.1665,100.67399999999999,100.67399999999999,15.134,50.13399999999999,0.5333,0.4522,0.1665,0.3975,2083.3332
23,24,charter,43.733999999999995,0.3087,28.314,28.314,19.734,43.733999999999995,0.1049,0.0079,0.0613,0.3087,2916.6666
24,25,charter,69.32,0.6456,33.461999999999996,33.461999999999996,34.32,69.32,0.0678,0.0789,0.0559,0.6456,2916.6666
25,26,beach,67.78399999999999,0.5333,67.78399999999999,67.78399999999999,17.862000000000002,52.861999999999995,0.5333,0.4522,0.2413,1.0266,1249.9998
26,27,pier,50.32,0.0451,50.32,50.32,49.062,73.062,0.1049,0.0451,0.1574,0.4671,4583.332
27,28,boat,74.32,0.0897,72.462,72.462,74.32,109.32,0.0678,0.0789,0.0897,1.0905,7083.3317
28,29,charter,45.534,0.0058,70.074,70.074,10.534,45.534,0.5333,0.4522,0.0156,0.0058,1249.9998
29,30,charter,54.733999999999995,0.0058,131.274,131.274,19.734,54.733999999999995,0.5333,0.4522,0.0156,0.0058,2916.6666
30,31,charter,43.733999999999995,0.0046,28.314,28.314,19.734,43.733999999999995,0.1049,0.0451,0.0023,0.0046,2916.6666
31,32,charter,35.321999999999996,0.3087,49.062,49.062,11.322000000000001,35.321999999999996,0.1049,0.0079,0.0613,0.3087,4583.332
32,33,boat,7.722,0.0023,33.461999999999996,33.461999999999996,7.722,31.721999999999998,0.1049,0.0451,0.0023,0.0046,2916.6666
33,34,beach,9.522,0.0678,9.522,9.522,78.292,107.292,0.0678,0.0789,0.0014,0.0029,3749.9999
34,35,pier,25.662,0.0079,25.662,25.662,5.922000000000001,29.921999999999997,0.1049,0.0079,0.0613,0.3087,2083.3332
35,36,charter,42.722,0.4216,144.144,144.144,7.722,42.722,0.5333,0.0069,0.0361,0.4216,2916.6666
36,37,pier,120.00399999999999,0.0789,120.00399999999999,120.00399999999999,252.64,281.64,0.0678,0.0789,0.0014,0.0029,12499.998
37,38,boat,80.608,0.0531,25.648000000000003,25.648000000000003,80.608,105.60799999999999,0.2537,0.1498,0.0531,0.0052,1249.9998
38,39,charter,60.004,0.0058,115.80799999999999,115.80799999999999,25.004,60.004,0.5333,0.4522,0.0156,0.0058,2083.3332
39,40,pier,32.604,0.0789,32.604,32.604,68.64,97.64,0.0678,0.0789,0.1643,0.5391,2916.6666
40,41,boat,46.332,0.1643,10.296,10.296,46.332,75.332,0.0678,0.0789,0.1643,0.5391,2916.6666
41,42,charter,89.912,1.0905,10.296,10.296,54.912,89.912,0.0678,0.0789,0.0897,1.0905,2916.6666
42,43,boat,15.095999999999998,0.2413,231.472,231.472,15.095999999999998,50.096000000000004,0.5333,0.4522,0.2413,1.0266,4583.332
43,44,charter,211.208,2.3101,59.248000000000005,59.248000000000005,186.208,211.208,0.2537,0.1498,0.7369,2.3101,3749.9999
44,45,charter,50.096000000000004,1.0266,231.472,231.472,15.095999999999998,50.096000000000004,0.5333,0.4522,0.2413,1.0266,4583.332
45,46,pier,19.896,0.0789,19.896,19.896,89.53200000000001,118.53200000000001,0.0678,0.0789,0.0014,0.0029,6250.0013
46,47,charter,57.29600000000001,1.0266,341.87199999999996,341.87199999999996,22.296,57.29600000000001,0.5333,0.4522,0.2413,1.0266,7083.3317
47,48,charter,52.403999999999996,1.0266,80.608,80.608,17.404,52.403999999999996,0.5333,0.4522,0.2413,1.0266,1249.9998
48,49,beach,24.334,0.0678,24.334,24.334,89.93,118.93,0.0678,0.0789,0.1643,0.5391,3749.9999
49,50,beach,11.322000000000001,0.0678,11.322000000000001,11.322000000000001,93.09200000000001,122.09200000000001,0.0678,0.0789,0.1643,0.5391,4583.332
50,51,charter,44.522,0.0058,177.74400000000003,177.74400000000003,9.522,44.522,0.5333,0.4522,0.0156,0.0058,3749.9999
51,52,pier,5.922000000000001,0.0789,5.922000000000001,5.922000000000001,48.692,77.692,0.0678,0.0789,0.1643,0.5391,2083.3332
52,53,boat,9.522,0.2413,177.74400000000003,177.74400000000003,9.522,44.522,0.5333,0.4522,0.2413,1.0266,3749.9999
53,54,boat,10.534,0.0361,70.074,70.074,10.534,45.534,0.5333,0.0069,0.0361,0.4216,1249.9998
54,55,charter,52.934,0.3087,41.513999999999996,41.513999999999996,28.934,52.934,0.1049,0.0079,0.0613,0.3087,4583.332
55,56,charter,39.134,0.0046,21.714000000000002,21.714000000000002,15.134,39.134,0.1049,0.0451,0.0023,0.0046,2083.3332
56,57,charter,42.722,0.0058,144.144,144.144,7.722,42.722,0.5333,0.4522,0.0156,0.0058,2916.6666
57,58,boat,5.922000000000001,0.0613,25.662,25.662,5.922000000000001,29.921999999999997,0.1049,0.0079,0.0613,0.3087,2083.3332
58,59,boat,13.122,0.0156,244.94400000000002,244.94400000000002,13.122,48.122,0.5333,0.4522,0.0156,0.0058,5416.6667
59,60,charter,42.722,1.0266,144.144,144.144,7.722,42.722,0.5333,0.4522,0.2413,1.0266,2916.6666
60,61,pier,5.922000000000001,0.0789,5.922000000000001,5.922000000000001,48.692,77.692,0.0678,0.0789,0.0014,0.0029,2083.3332
61,62,pier,93.09200000000001,0.0503,93.09200000000001,93.09200000000001,93.09200000000001,118.09200000000001,0.0678,0.0503,0.2601,0.5391,4583.332
62,63,charter,44.522,0.4216,177.74400000000003,177.74400000000003,9.522,44.522,0.5333,0.0069,0.0361,0.4216,3749.9999
63,64,boat,9.522,0.1574,41.262,41.262,9.522,33.522,0.1049,0.0451,0.1574,0.4671,3749.9999
64,65,pier,9.522,0.0789,9.522,9.522,78.292,107.292,0.0678,0.0789,0.1643,0.5391,3749.9999
65,66,charter,39.122,1.0266,76.944,76.944,4.122,39.122,0.5333,0.4522,0.2413,1.0266,1249.9998
66,67,boat,9.522,0.2413,177.74400000000003,177.74400000000003,9.522,44.522,0.5333,0.4522,0.2413,1.0266,3749.9999
67,68,charter,44.522,0.3975,177.74400000000003,177.74400000000003,9.522,44.522,0.5333,0.4522,0.1665,0.3975,3749.9999
68,69,boat,13.122,0.2413,244.94400000000002,244.94400000000002,13.122,48.122,0.5333,0.4522,0.2413,1.0266,5416.6667
69,70,pier,33.461999999999996,0.0451,33.461999999999996,33.461999999999996,7.722,31.721999999999998,0.1049,0.0451,0.1574,0.4671,2916.6666
70,71,boat,7.722,0.0023,33.461999999999996,33.461999999999996,7.722,31.721999999999998,0.1049,0.0451,0.0023,0.0046,2916.6666
71,72,charter,60.662,0.0209,5.922000000000001,5.922000000000001,25.662,60.662,0.0678,0.0789,0.0102,0.0209,2083.3332
72,73,charter,53.522,0.3975,345.744,345.744,18.522000000000002,53.522,0.5333,0.4522,0.1665,0.3975,7916.6663
73,74,boat,13.122,0.0361,244.94400000000002,244.94400000000002,13.122,48.122,0.5333,0.0069,0.0361,0.4216,5416.6667
74,75,boat,14.922,0.0023,64.66199999999999,64.66199999999999,14.922,38.922,0.1049,0.0451,0.0023,0.0046,6250.0013
75,76,beach,9.522,0.0678,9.522,9.522,78.292,107.292,0.0678,0.0789,0.1643,0.5391,3749.9999
76,77,beach,24.695999999999998,0.0678,24.695999999999998,24.695999999999998,111.132,140.132,0.0678,0.0789,0.1643,0.5391,7916.6663
77,78,boat,33.891999999999996,0.2601,33.891999999999996,33.891999999999996,33.891999999999996,58.891999999999996,0.0678,0.0503,0.2601,0.5391,1249.9998
78,79,charter,42.722,0.4216,144.144,144.144,7.722,42.722,0.5333,0.0069,0.0361,0.4216,2916.6666
79,80,boat,5.922000000000001,0.2413,110.544,110.544,5.922000000000001,40.922,0.5333,0.4522,0.2413,1.0266,2083.3332
80,81,charter,39.122,0.0058,76.944,76.944,4.122,39.122,0.5333,0.4522,0.0156,0.0058,1249.9998
81,82,beach,7.722,0.0678,7.722,7.722,63.492,92.492,0.0678,0.0789,0.0014,0.0029,2916.6666
82,83,boat,9.522,0.1665,177.74400000000003,177.74400000000003,9.522,44.522,0.5333,0.4522,0.1665,0.3975,3749.9999
83,84,boat,4.122,0.1574,17.862000000000002,17.862000000000002,4.122,28.122,0.1049,0.0451,0.1574,0.4671,1249.9998
84,85,charter,51.961999999999996,0.2773,33.461999999999996,33.461999999999996,33.461999999999996,51.961999999999996,0.2537,0.0014,0.0626,0.2773,2916.6666
85,86,boat,39.474000000000004,0.6817,8.514,8.514,39.474000000000004,64.47399999999999,0.2537,0.1498,0.6817,2.3014,416.66668
86,87,charter,89.714,0.6456,38.134,38.134,54.714,89.714,0.0678,0.0789,0.0559,0.6456,6250.0013
87,88,boat,34.914,0.0897,24.334,24.334,34.914,69.914,0.0678,0.0789,0.0897,1.0905,3749.9999
88,89,pier,100.67399999999999,0.4522,100.67399999999999,100.67399999999999,15.134,50.13399999999999,0.5333,0.4522,0.2413,1.0266,2083.3332
89,90,pier,104.214,0.1498,104.214,104.214,104.214,122.714,0.2537,0.1498,0.2339,0.6288,12499.998
90,91,charter,59.333999999999996,0.0058,161.874,161.874,24.334,59.333999999999996,0.5333,0.4522,0.0156,0.0058,3749.9999
91,92,charter,57.534,0.4671,48.114,48.114,33.534,57.534,0.1049,0.0451,0.1574,0.4671,5416.6667
92,93,boat,66.32,0.0102,64.66199999999999,64.66199999999999,66.32,101.32,0.0678,0.0789,0.0102,0.0209,6250.0013
93,94,charter,109.32,0.0209,72.462,72.462,74.32,109.32,0.0678,0.0789,0.0102,0.0209,7083.3317
94,95,boat,111.462,0.0051,422.98400000000004,422.98400000000004,111.462,146.46200000000002,0.5333,0.4522,0.0051,1.0266,11250.001
95,96,charter,93.32,0.0209,56.861999999999995,56.861999999999995,58.32,93.32,0.0678,0.0789,0.0102,0.0209,5416.6667
96,97,boat,74.32,0.0897,72.462,72.462,74.32,109.32,0.0678,0.0789,0.0897,1.0905,7083.3317
97,98,charter,79.24,0.1726,210.56599999999997,210.56599999999997,49.74,79.24,0.0678,0.0052,0.0732,0.1726,6250.0013
98,99,pier,43.74,0.1498,43.74,43.74,52.488,70.988,0.2537,0.1498,0.2339,0.6288,5416.6667
99,100,beach,31.74,0.2537,31.74,31.74,38.088,56.588,0.2537,0.1498,0.2339,0.6288,3749.9999
100,101,beach,19.74,0.2537,19.74,19.74,23.688000000000002,42.188,0.2537,0.1498,0.2339,0.6288,2083.3332
101,102,pier,31.74,0.1498,31.74,31.74,38.088,56.588,0.2537,0.1498,0.2339,0.6288,3749.9999
102,103,charter,60.74,0.2377,55.77,55.77,25.74,60.74,0.0678,0.0025,0.0108,0.2377,2916.6666
103,104,charter,54.74,0.6456,42.77,42.77,19.74,54.74,0.0678,0.0789,0.0559,0.6456,2083.3332
104,105,charter,91.24,0.1726,261.366,261.366,61.74,91.24,0.0678,0.0052,0.0732,0.1726,7916.6663
105,106,charter,181.77,0.3975,268.702,268.702,146.77,181.77,0.5333,0.4522,0.1665,0.3975,8750.001
106,107,charter,246.102,2.3014,55.74,55.74,221.102,246.102,0.2537,0.1498,0.6817,2.3014,7083.3317
107,108,charter,67.24,0.1726,159.766,159.766,37.74,67.24,0.0678,0.0052,0.0732,0.1726,4583.332
108,109,pier,16.77,0.0789,16.77,16.77,32.766,61.766000000000005,0.0678,0.0789,0.1643,0.5391,416.66668
109,110,boat,68.77,0.2413,125.902,125.902,68.77,103.77,0.5333,0.4522,0.2413,1.0266,3749.9999
110,111,boat,58.32,0.0108,56.861999999999995,56.861999999999995,58.32,93.32,0.0678,0.0025,0.0108,0.2377,5416.6667
111,112,charter,61.32,0.2377,25.662,25.662,26.32,61.32,0.0678,0.0025,0.0108,0.2377,2083.3332
112,113,charter,47.82,0.1726,46.258,46.258,18.32,47.82,0.0678,0.0052,0.0732,0.1726,1249.9998
113,114,beach,42.32,0.2537,42.32,42.32,42.32,60.82,0.2537,0.1498,0.0233,0.0219,3749.9999
114,115,charter,101.32,0.6456,64.66199999999999,64.66199999999999,66.32,101.32,0.0678,0.0789,0.0559,0.6456,6250.0013
115,116,charter,65.262,0.4671,42.32,42.32,41.262,65.262,0.1049,0.0451,0.1574,0.4671,3749.9999
116,117,boat,58.32,0.0233,58.32,58.32,58.32,76.82,0.2537,0.1498,0.0233,0.0219,5416.6667
117,118,charter,108.00200000000001,0.0209,77.234,77.234,73.002,108.00200000000001,0.0678,0.0789,0.0102,0.0209,3749.9999
118,119,charter,97.634,1.0266,150.15,150.15,62.63399999999999,97.634,0.5333,0.4522,0.2413,1.0266,2916.6666
119,120,charter,296.552,0.0041,135.634,135.634,267.552,296.552,0.0678,0.0789,0.1643,0.0041,7083.3317
120,121,beach,73.002,0.2537,73.002,73.002,73.002,91.50200000000001,0.2537,0.1498,0.2339,0.6288,3749.9999
121,122,boat,94.74,0.0897,205.27,205.27,94.74,129.74,0.0678,0.0789,0.0897,1.0905,12499.998
122,123,charter,60.74,1.0905,55.77,55.77,25.74,60.74,0.0678,0.0789,0.0897,1.0905,2916.6666
123,124,beach,61.74,0.2537,61.74,61.74,74.08800000000001,92.588,0.2537,0.1498,0.2339,0.6288,7916.6663
124,125,boat,55.74,0.0102,120.77,120.77,55.74,90.74,0.0678,0.0789,0.0102,0.0209,7083.3317
125,126,charter,102.74,0.0209,146.77,146.77,67.74,102.74,0.0678,0.0789,0.0102,0.0209,8750.001
126,127,pier,55.74,0.1498,55.74,55.74,66.888,85.38799999999999,0.2537,0.1498,0.2339,0.6288,7083.3317
127,128,charter,61.24,0.1726,134.366,134.366,31.74,61.24,0.0678,0.0052,0.0732,0.1726,3749.9999
128,129,pier,49.74,0.1498,49.74,49.74,59.688,78.188,0.2537,0.1498,0.2339,0.6288,6250.0013
129,130,boat,94.74,0.0102,205.27,205.27,94.74,129.74,0.0678,0.0789,0.0102,0.0209,12499.998
130,131,boat,94.74,0.0108,205.27,205.27,94.74,129.74,0.0678,0.0025,0.0108,0.2377,12499.998
131,132,charter,84.74,0.6456,107.77,107.77,49.74,84.74,0.0678,0.0789,0.0559,0.6456,6250.0013
132,133,boat,61.74,0.0732,261.366,261.366,61.74,91.24,0.0678,0.0052,0.0732,0.1726,7916.6663
133,134,boat,25.74,0.0143,108.96600000000001,108.96600000000001,25.74,55.24,0.0678,0.0503,0.0143,0.0289,2916.6666
134,135,boat,67.74,0.0143,286.76599999999996,286.76599999999996,67.74,97.24,0.0678,0.0503,0.0143,0.0289,8750.001
135,136,boat,205.27,0.0156,375.80199999999996,375.80199999999996,205.27,240.27,0.5333,0.4522,0.0156,0.0058,12499.998
136,137,charter,66.74,0.2377,68.77,68.77,31.74,66.74,0.0678,0.0025,0.0108,0.2377,3749.9999
137,138,charter,66.74,0.6456,68.77,68.77,31.74,66.74,0.0678,0.0789,0.0559,0.6456,3749.9999
138,139,charter,52.861999999999995,0.4216,67.78399999999999,67.78399999999999,17.862000000000002,52.861999999999995,0.5333,0.0069,0.0361,0.4216,1249.9998
139,140,charter,84.06200000000001,1.0266,186.18400000000003,186.18400000000003,49.062,84.06200000000001,0.5333,0.4522,0.2413,1.0266,4583.332
140,141,boat,66.32,0.2339,66.32,66.32,66.32,84.82,0.2537,0.1498,0.2339,0.6288,6250.0013
141,142,charter,45.062,0.3975,38.184,38.184,10.062000000000001,45.062,0.5333,0.4522,0.1665,0.3975,416.66668
142,143,boat,74.32,0.0897,72.462,72.462,74.32,109.32,0.0678,0.0789,0.0897,1.0905,7083.3317
143,144,charter,85.32,0.2377,49.062,49.062,50.32,85.32,0.0678,0.0025,0.0108,0.2377,4583.332
144,145,boat,94.506,0.2413,333.25800000000004,333.25800000000004,94.506,129.506,0.5333,0.4522,0.2413,1.0266,6250.0013
145,146,charter,84.306,0.0046,85.698,85.698,60.306000000000004,84.306,0.1049,0.0451,0.0023,0.0046,3749.9999
146,147,charter,185.19799999999998,0.2773,166.69799999999998,166.69799999999998,166.69799999999998,185.19799999999998,0.2537,0.0014,0.0626,0.2773,7916.6663
147,148,charter,106.706,0.0058,252.858,252.858,71.706,106.706,0.5333,0.4522,0.0156,0.0058,4583.332
148,149,boat,182.898,0.0897,128.70600000000002,128.70600000000002,182.898,217.898,0.0678,0.0789,0.0897,1.0905,8750.001
149,150,charter,95.306,0.0058,212.658,212.658,60.306000000000004,95.306,0.5333,0.4522,0.0156,0.0058,3749.9999
150,151,charter,95.306,0.0058,212.658,212.658,60.306000000000004,95.306,0.5333,0.4522,0.0156,0.0058,3749.9999
151,152,charter,61.106,0.0058,92.05799999999999,92.05799999999999,26.105999999999998,61.106,0.5333,0.4522,0.0156,0.0058,1249.9998
152,153,boat,63.172,0.0613,139.35,139.35,63.172,87.17200000000001,0.1049,0.0079,0.0613,0.3087,7083.3317
153,154,boat,49.571999999999996,0.0613,109.35,109.35,49.571999999999996,73.572,0.1049,0.0079,0.0613,0.3087,5416.6667
154,155,boat,56.372,0.2413,323.31,323.31,56.372,91.37200000000001,0.5333,0.4522,0.2413,1.0266,6250.0013
155,156,boat,71.214,0.0276,71.214,71.214,71.214,96.214,0.0678,0.0503,0.0276,0.0029,2916.6666
156,157,boat,42.772,0.1574,94.35,94.35,42.772,66.77199999999999,0.1049,0.0451,0.1574,0.4671,4583.332
157,158,charter,73.572,0.0046,109.35,109.35,49.571999999999996,73.572,0.1049,0.0451,0.0023,0.0046,5416.6667
158,159,pier,49.571999999999996,0.0789,49.571999999999996,49.571999999999996,121.014,150.014,0.0678,0.0789,0.1643,0.5391,5416.6667
159,160,charter,70.972,1.0266,206.31,206.31,35.972,70.972,0.5333,0.4522,0.2413,1.0266,3749.9999
160,161,charter,77.77199999999999,1.0266,245.31,245.31,42.772,77.77199999999999,0.5333,0.4522,0.0051,1.0266,4583.332
161,162,charter,70.972,1.0266,206.31,206.31,35.972,70.972,0.5333,0.4522,0.2413,1.0266,3749.9999
162,163,charter,192.31,2.3014,64.35,64.35,167.31,192.31,0.2537,0.1498,0.6817,2.3014,2916.6666
163,164,beach,42.772,0.0678,42.772,42.772,104.414,133.414,0.0678,0.0789,0.1643,0.5391,4583.332
164,165,charter,91.37200000000001,0.4216,323.31,323.31,56.372,91.37200000000001,0.5333,0.0069,0.0361,0.4216,6250.0013
165,166,beach,15.572000000000001,0.0678,15.572000000000001,15.572000000000001,38.014,67.014,0.0678,0.0789,0.1643,0.5391,1249.9998
166,167,boat,71.214,0.2601,71.214,71.214,71.214,96.214,0.0678,0.0503,0.2601,0.5391,2916.6666
167,168,boat,94.35,0.0143,104.414,104.414,94.35,123.85,0.0678,0.0503,0.0143,0.0289,4583.332
168,169,beach,124.35,0.2537,124.35,124.35,124.35,142.85,0.2537,0.1498,0.2339,0.6288,6250.0013
169,170,charter,129.414,0.5391,104.414,104.414,104.414,129.414,0.0678,0.0503,0.2601,0.5391,4583.332
170,171,boat,175.748,0.0233,175.748,175.748,175.748,194.248,0.2537,0.1498,0.0233,0.0219,6250.0013
171,172,boat,72.9,0.0361,335.34,335.34,72.9,107.9,0.5333,0.0069,0.0361,0.4216,5416.6667
172,173,charter,87.9,0.0058,243.34,243.34,52.9,87.9,0.5333,0.4522,0.0156,0.0058,3749.9999
173,174,beach,22.372,0.0678,22.372,22.372,54.614,83.61399999999999,0.0678,0.0789,0.1643,0.5391,2083.3332
174,175,charter,70.972,0.4216,206.31,206.31,35.972,70.972,0.5333,0.0069,0.0361,0.4216,3749.9999
175,176,charter,99.35,1.0905,29.171999999999997,29.171999999999997,64.35,99.35,0.0678,0.0789,0.0897,1.0905,2916.6666
176,177,boat,56.372,0.0051,323.31,323.31,56.372,91.37200000000001,0.5333,0.4522,0.0051,1.0266,6250.0013
177,178,charter,114.35,0.6456,35.972,35.972,79.35,114.35,0.0678,0.0789,0.0559,0.6456,3749.9999
178,179,boat,63.172,0.2413,362.31,362.31,63.172,98.17200000000001,0.5333,0.4522,0.2413,1.0266,7083.3317
179,180,charter,93.85,0.324,71.214,71.214,64.35,93.85,0.0678,0.0503,0.1082,0.324,2916.6666
180,181,beach,49.571999999999996,0.0678,49.571999999999996,49.571999999999996,121.014,150.014,0.0678,0.0789,0.1643,0.5391,5416.6667
181,182,charter,67.604,1.0266,151.00799999999998,151.00799999999998,32.604,67.604,0.5333,0.4522,0.2413,1.0266,2916.6666
182,183,charter,75.204,1.0266,186.208,186.208,40.204,75.204,0.5333,0.4522,0.2413,1.0266,3749.9999
183,184,boat,26.105999999999998,0.0361,92.05799999999999,92.05799999999999,26.105999999999998,61.106,0.5333,0.0069,0.0361,0.4216,1249.9998
184,185,boat,57.903999999999996,0.0014,37.506,37.506,57.903999999999996,86.904,0.0678,0.0789,0.0014,0.0029,2083.3332
185,186,charter,72.506,1.0266,132.25799999999998,132.25799999999998,37.506,72.506,0.5333,0.4522,0.2413,1.0266,2083.3332
186,187,charter,106.706,0.4216,252.858,252.858,71.706,106.706,0.5333,0.0069,0.0361,0.4216,4583.332
187,188,boat,71.706,0.0361,252.858,252.858,71.706,106.706,0.5333,0.0069,0.0361,0.4216,4583.332
188,189,beach,34.914,0.2537,34.914,34.914,34.914,53.413999999999994,0.2537,0.1498,0.2339,0.6288,3749.9999
189,190,charter,127.848,0.0209,63.004,63.004,92.848,127.848,0.0678,0.0789,0.0102,0.0209,6250.0013
190,191,charter,117.404,0.3087,137.648,137.648,93.404,117.404,0.1049,0.0079,0.0613,0.3087,9583.3357
191,192,charter,82.804,1.0266,221.408,221.408,47.803999999999995,82.804,0.5333,0.4522,0.0051,1.0266,4583.332
192,193,boat,35.972,0.1665,206.31,206.31,35.972,70.972,0.5333,0.4522,0.1665,0.3975,3749.9999
193,194,pier,21.714000000000002,0.1498,21.714000000000002,21.714000000000002,21.714000000000002,40.214,0.2537,0.1498,0.2339,0.6288,2083.3332
194,195,charter,50.114,0.0209,10.534,10.534,15.114,50.114,0.0678,0.0789,0.0102,0.0209,1249.9998
195,196,charter,70.972,1.0266,206.31,206.31,35.972,70.972,0.5333,0.4522,0.2413,1.0266,3749.9999
196,197,charter,106.706,0.3975,252.858,252.858,71.706,106.706,0.5333,0.4522,0.1665,0.3975,4583.332
197,198,pier,75.50399999999999,0.0503,75.50399999999999,75.50399999999999,75.50399999999999,100.50399999999999,0.0678,0.0503,0.2601,0.5391,2916.6666
198,199,charter,72.098,0.2377,26.105999999999998,26.105999999999998,37.098,72.098,0.0678,0.0025,0.0108,0.2377,1249.9998
199,200,charter,50.398,0.1176,22.704,22.704,20.898000000000003,50.398,0.0678,0.0503,0.0016,0.1176,416.66668
200,201,boat,101.898,0.0559,71.706,71.706,101.898,136.898,0.0678,0.0789,0.0559,0.6456,4583.332
201,202,beach,117.306,0.0678,117.306,117.306,181.104,210.104,0.0678,0.0789,0.1643,0.5391,7916.6663
202,203,charter,163.70600000000002,0.4216,453.858,453.858,128.70600000000002,163.70600000000002,0.5333,0.0069,0.0361,0.4216,8750.001
203,204,pier,26.105999999999998,0.0025,26.105999999999998,26.105999999999998,40.304,69.304,0.0678,0.0025,0.0499,0.2421,1249.9998
204,205,charter,72.506,1.0266,132.25799999999998,132.25799999999998,37.506,72.506,0.5333,0.4522,0.2413,1.0266,2083.3332
205,206,boat,69.498,0.2339,69.498,69.498,69.498,87.99799999999999,0.2537,0.1498,0.2339,0.6288,2916.6666
206,207,boat,48.906000000000006,0.0023,69.498,69.498,48.906000000000006,72.906,0.1049,0.0451,0.0023,0.0046,2916.6666
207,208,boat,47.803999999999995,0.1574,70.44800000000001,70.44800000000001,47.803999999999995,71.804,0.1049,0.0451,0.1574,0.4671,4583.332
208,209,charter,141.64,0.0029,116.64,116.64,116.64,141.64,0.0678,0.0503,0.0276,0.0029,5416.6667
209,210,pier,47.803999999999995,0.0789,47.803999999999995,47.803999999999995,100.64,129.64,0.0678,0.0789,0.0014,0.0029,4583.332
210,211,charter,52.403999999999996,1.0266,80.608,80.608,17.404,52.403999999999996,0.5333,0.4522,0.2413,1.0266,1249.9998
211,212,charter,387.208,2.3014,115.24799999999999,115.24799999999999,362.208,387.208,0.2537,0.1498,0.6817,2.3014,7916.6663
212,213,charter,98.00399999999999,0.0058,291.808,291.808,63.004,98.00399999999999,0.5333,0.4522,0.0156,0.0058,6250.0013
213,214,pier,32.604,0.0789,32.604,32.604,68.64,97.64,0.0678,0.0789,0.1643,0.5391,2916.6666
214,215,charter,61.64,0.2421,36.64,36.64,36.64,61.64,0.0678,0.0052,0.1491,0.2421,1249.9998
215,216,charter,40.934,1.0266,39.474000000000004,39.474000000000004,5.934,40.934,0.5333,0.4522,0.2413,1.0266,416.66668
216,217,beach,120.00399999999999,0.0678,120.00399999999999,120.00399999999999,252.64,281.64,0.0678,0.0789,0.1643,0.5391,12499.998
217,218,charter,50.13399999999999,0.0058,100.67399999999999,100.67399999999999,15.134,50.13399999999999,0.5333,0.4522,0.0156,0.0058,2083.3332
218,219,charter,68.53399999999999,0.0058,223.074,223.074,33.534,68.53399999999999,0.5333,0.4522,0.0156,0.0058,5416.6667
219,220,charter,59.333999999999996,0.0058,161.874,161.874,24.334,59.333999999999996,0.5333,0.4522,0.0156,0.0058,3749.9999
