,Unnamed: 0,Unnamed: 0.1,mode,price,catch,pbeach,ppier,pboat,pcharter,cbeach,cpier,cboat,ccharter,income,log_income,pdiff
166,166,167,boat,71.214,0.2601,71.214,71.214,71.214,96.214,0.0678,0.0503,0.2601,0.5391,2916.6666,7.978196667826407,0.0
167,167,168,boat,94.35,0.0143,104.414,104.414,94.35,123.85,0.0678,0.0503,0.0143,0.0289,4583.332,8.430181523517474,10.064000000000007
170,170,171,boat,175.748,0.0233,175.748,175.748,175.748,194.248,0.2537,0.1498,0.0233,0.0219,6250.0013,8.740336950730425,0.0
171,171,172,boat,72.9,0.0361,335.34,335.34,72.9,107.9,0.5333,0.0069,0.0361,0.4216,5416.6667,8.59723590524362,262.43999999999994
176,176,177,boat,56.372,0.0051,323.31,323.31,56.372,91.372,0.5333,0.4522,0.0051,1.0266,6250.0013,8.740336950730425,266.938
178,178,179,boat,63.172,0.2413,362.31,362.31,63.172,98.172,0.5333,0.4522,0.2413,1.0266,7083.3317,8.86549965509619,299.13800000000003
183,183,184,boat,26.106,0.0361,92.058,92.058,26.106,61.106,0.5333,0.0069,0.0361,0.4216,1249.9998,7.130898670296334,65.952
184,184,185,boat,57.904,0.0014,37.506,37.506,57.904,86.904,0.0678,0.0789,0.0014,0.0029,2083.3332,7.641724390062335,20.398000000000003
187,187,188,boat,71.706,0.0361,252.858,252.858,71.706,106.706,0.5333,0.0069,0.0361,0.4216,4583.332,8.430181523517474,181.152
192,192,193,boat,35.972,0.1665,206.31,206.31,35.972,70.972,0.5333,0.4522,0.1665,0.3975,3749.9999,8.22951109229779,170.338
200,200,201,boat,101.898,0.0559,71.706,71.706,101.898,136.898,0.0678,0.0789,0.0559,0.6456,4583.332,8.430181523517474,30.191999999999993
205,205,206,boat,69.498,0.2339,69.498,69.498,69.498,87.99799999999998,0.2537,0.1498,0.2339,0.6288,2916.6666,7.978196667826407,0.0
206,206,207,boat,48.90600000000001,0.0023,69.498,69.498,48.90600000000001,72.906,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,20.59199999999999
207,207,208,boat,47.804,0.1574,70.44800000000002,70.44800000000002,47.804,71.804,0.1049,0.0451,0.1574,0.4671,4583.332,8.430181523517474,22.64400000000002
222,222,223,boat,180.00599999999997,0.1574,255.798,255.798,180.00599999999997,204.006,0.1049,0.0451,0.1574,0.4671,12499.998,9.43348376329038,75.79200000000003
224,224,225,boat,26.106,0.2413,92.058,92.058,26.106,61.106,0.5333,0.4522,0.2413,1.0266,1249.9998,7.130898670296334,65.952
232,232,233,boat,17.986,0.0014,17.986,17.986,17.986,46.986,0.0678,0.0789,0.0014,0.0029,3749.9999,8.22951109229779,0.0
235,235,236,boat,45.18600000000001,0.2601,45.18600000000001,45.18600000000001,45.18600000000001,70.186,0.0678,0.0503,0.2601,0.5391,10416.666,9.251162302496436,0.0
238,238,239,boat,51.842,0.2413,316.342,316.342,51.842,86.84200000000001,0.5333,0.4522,0.2413,1.0266,3749.9999,8.22951109229779,264.5
239,239,240,boat,5.9220000000000015,0.0014,32.242,32.242,5.9220000000000015,34.922,0.0678,0.0789,0.0014,0.0029,2083.3332,7.641724390062335,26.319999999999997
241,241,242,boat,11.322,0.0276,11.322,11.322,11.322,36.322,0.0678,0.0503,0.0276,0.0029,4583.332,8.430181523517474,0.0
244,244,245,boat,14.58,0.2601,14.58,14.58,14.58,39.58,0.0678,0.0503,0.2601,0.5391,5416.6667,8.59723590524362,0.0
249,249,250,boat,666.11,0.0531,359.022,359.022,666.11,691.11,0.2537,0.1498,0.0531,0.0052,8750.001,9.076809093637367,307.088
251,251,252,boat,20.61,0.2413,135.11,135.11,20.61,55.61,0.5333,0.4522,0.2413,1.0266,1249.9998,7.130898670296334,114.50000000000001
253,253,254,boat,6.58,0.0031,6.58,6.58,6.58,31.58,0.0678,0.0503,0.0031,0.0041,2083.3332,7.641724390062335,0.0
254,254,255,boat,31.586,0.1491,31.586,31.586,31.586,56.58600000000001,0.0678,0.0052,0.1491,0.2421,7083.3317,8.86549965509619,0.0
258,258,259,boat,4.29,0.0051,214.5,214.5,4.29,39.29,0.5333,0.4522,0.0051,1.0266,2916.6666,7.978196667826407,210.21
259,259,260,boat,5.29,0.0156,264.5,264.5,5.29,40.29,0.5333,0.4522,0.0156,0.0058,3749.9999,8.22951109229779,259.21
264,264,265,boat,5.9220000000000015,0.0276,5.9220000000000015,5.9220000000000015,5.9220000000000015,30.922,0.0678,0.0503,0.0276,0.0029,2083.3332,7.641724390062335,0.0
266,266,267,boat,3.87,0.0014,6.45,6.45,3.87,32.87,0.0678,0.0789,0.0014,0.0029,416.66668,6.0322865736282365,2.58
267,267,268,boat,12.58,0.0276,12.58,12.58,12.58,37.58,0.0678,0.0503,0.0276,0.0029,4583.332,8.430181523517474,0.0
268,268,269,boat,6.58,0.1491,6.58,6.58,6.58,31.58,0.0678,0.0052,0.1491,0.2421,2083.3332,7.641724390062335,0.0
271,271,272,boat,3.29,0.1665,164.5,164.5,3.29,38.29,0.5333,0.4522,0.1665,0.3975,2083.3332,7.641724390062335,161.21
273,273,274,boat,3.29,0.0014,3.29,3.29,3.29,32.29,0.0678,0.0789,0.0014,0.0029,2083.3332,7.641724390062335,0.0
276,276,277,boat,5.29,0.0051,264.5,264.5,5.29,40.29,0.5333,0.4522,0.0051,1.0266,3749.9999,8.22951109229779,259.21
283,283,284,boat,8.29,0.0613,189.012,189.012,8.29,32.29,0.1049,0.0079,0.0613,0.3087,6250.0013,8.740336950730425,180.722
290,290,291,boat,4.29,0.0051,214.5,214.5,4.29,39.29,0.5333,0.4522,0.0051,1.0266,2916.6666,7.978196667826407,210.21
291,291,292,boat,3.29,0.1574,75.012,75.012,3.29,27.29,0.1049,0.0451,0.1574,0.4671,2083.3332,7.641724390062335,71.722
295,295,296,boat,53.68600000000001,0.2413,843.186,843.186,53.68600000000001,88.686,0.5333,0.4522,0.2413,1.0266,12499.998,9.43348376329038,789.5
299,299,300,boat,5.29,0.2413,264.5,264.5,5.29,40.29,0.5333,0.4522,0.2413,1.0266,3749.9999,8.22951109229779,259.21
301,301,302,boat,4.29,0.0023,97.812,97.812,4.29,28.29,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,93.52199999999999
307,307,308,boat,8.58,0.0276,8.58,8.58,8.58,33.58,0.0678,0.0503,0.0276,0.0029,2916.6666,7.978196667826407,0.0
310,310,311,boat,4.29,0.0276,4.29,4.29,4.29,29.29,0.0678,0.0503,0.0276,0.0029,2916.6666,7.978196667826407,0.0
312,312,313,boat,4.29,0.0051,214.5,214.5,4.29,39.29,0.5333,0.4522,0.0051,1.0266,2916.6666,7.978196667826407,210.21
313,313,314,boat,5.29,0.0276,5.29,5.29,5.29,30.29,0.0678,0.0503,0.0276,0.0029,3749.9999,8.22951109229779,0.0
317,317,318,boat,6.29,0.2601,6.29,6.29,6.29,31.29,0.0678,0.0503,0.2601,0.5391,4583.332,8.430181523517474,0.0
325,325,326,boat,8.29,0.2601,8.29,8.29,8.29,33.29,0.0678,0.0503,0.2601,0.5391,6250.0013,8.740336950730425,0.0
326,326,327,boat,7.29,0.2601,7.29,7.29,7.29,32.29,0.0678,0.0503,0.2601,0.5391,5416.6667,8.59723590524362,0.0
328,328,329,boat,3.29,0.023,3.29,3.29,3.29,28.29,0.0678,0.0503,0.023,0.1648,2083.3332,7.641724390062335,0.0
329,329,330,boat,6.29,0.1491,6.29,6.29,6.29,31.29,0.0678,0.0052,0.1491,0.2421,4583.332,8.430181523517474,0.0
331,331,332,boat,4.29,0.0276,4.29,4.29,4.29,29.29,0.0678,0.0503,0.0276,0.0029,2916.6666,7.978196667826407,0.0
332,332,333,boat,6.29,0.0276,6.29,6.29,6.29,31.29,0.0678,0.0503,0.0276,0.0029,4583.332,8.430181523517474,0.0
338,338,339,boat,3.29,0.0276,3.29,3.29,3.29,28.29,0.0678,0.0503,0.0276,0.0029,2083.3332,7.641724390062335,0.0
339,339,340,boat,2.29,0.0276,2.29,2.29,2.29,27.29,0.0678,0.0503,0.0276,0.0029,1249.9998,7.130898670296334,0.0
340,340,341,boat,4.29,0.0014,34.32,34.32,4.29,33.29,0.0678,0.0789,0.0014,0.0029,2916.6666,7.978196667826407,30.03
342,342,343,boat,9.29,0.2601,9.29,9.29,9.29,34.29,0.0678,0.0503,0.2601,0.5391,7083.3317,8.86549965509619,0.0
344,344,345,boat,231.822,0.0897,65.61,65.61,231.822,266.822,0.0678,0.0789,0.0897,1.0905,5416.6667,8.59723590524362,166.212
345,345,346,boat,8.29,0.0276,8.29,8.29,8.29,33.29,0.0678,0.0503,0.0276,0.0029,6250.0013,8.740336950730425,0.0
349,349,350,boat,30.87,0.1643,51.45,51.45,30.87,59.87,0.0678,0.0789,0.1643,0.5391,7916.6663,8.976725474478886,20.580000000000002
350,350,351,boat,30.87,0.2601,30.87,30.87,30.87,55.87,0.0678,0.0503,0.2601,0.5391,7916.6663,8.976725474478886,0.0
351,351,352,boat,12.87,0.0276,12.87,12.87,12.87,37.87,0.0678,0.0503,0.0276,0.0029,2916.6666,7.978196667826407,0.0
356,356,357,boat,12.87,0.2601,12.87,12.87,12.87,37.87,0.0678,0.0503,0.2601,0.5391,2916.6666,7.978196667826407,0.0
358,358,359,boat,15.87,0.2601,15.87,15.87,15.87,40.87,0.0678,0.0503,0.2601,0.5391,3749.9999,8.22951109229779,0.0
359,359,360,boat,24.87,0.2601,24.87,24.87,24.87,49.87,0.0678,0.0503,0.2601,0.5391,6250.0013,8.740336950730425,0.0
363,363,364,boat,130.832,0.2601,130.832,130.832,130.832,155.832,0.0678,0.0503,0.2601,0.5391,4583.332,8.430181523517474,0.0
364,364,365,boat,73.002,0.0238,119.554,119.554,73.002,97.002,0.1049,0.0451,0.0238,0.0468,3749.9999,8.22951109229779,46.55200000000001
365,365,366,boat,74.354,0.0897,45.402,45.402,74.354,109.354,0.0678,0.0789,0.0897,1.0905,2083.3332,7.641724390062335,28.951999999999998
367,367,368,boat,73.002,0.1574,119.554,119.554,73.002,97.002,0.1049,0.0451,0.1574,0.4671,3749.9999,8.22951109229779,46.55200000000001
376,376,377,boat,236.196,0.0102,151.632,151.632,236.196,271.196,0.0678,0.0789,0.0102,0.0209,5416.6667,8.59723590524362,84.564
377,377,378,boat,328.432,0.0023,511.596,511.596,328.432,352.432,0.1049,0.0451,0.0023,0.0046,12499.998,9.43348376329038,183.164
379,379,380,boat,106.596,0.0559,68.432,68.432,106.596,141.596,0.0678,0.0789,0.0559,0.6456,2083.3332,7.641724390062335,38.164
381,381,382,boat,90.948,0.0023,132.99,132.99,90.948,114.948,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,42.042000000000016
385,385,386,boat,247.86,0.0613,319.302,319.302,247.86,271.86,0.1049,0.0079,0.0613,0.3087,5416.6667,8.59723590524362,71.44200000000001
386,386,387,boat,115.196,0.1574,295.422,295.422,115.196,139.196,0.1049,0.0451,0.1574,0.4671,7083.3317,8.86549965509619,180.22600000000003
399,399,400,boat,140.714,0.1574,171.396,171.396,140.714,164.71400000000003,0.1049,0.0451,0.1574,0.4671,3749.9999,8.22951109229779,30.681999999999988
400,400,401,boat,270.848,0.0531,171.396,171.396,270.848,295.848,0.2537,0.1498,0.0531,0.0052,3749.9999,8.22951109229779,99.45200000000003
402,402,403,boat,79.25399999999998,0.0023,115.736,115.736,79.25399999999998,103.254,0.1049,0.0451,0.0023,0.0046,4583.332,8.430181523517474,36.48200000000003
404,404,405,boat,37.752,0.0023,86.65799999999999,86.65799999999999,37.752,61.752,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,48.905999999999985
405,405,406,boat,11.352,0.0361,58.05,58.05,11.352,46.352,0.5333,0.0069,0.0361,0.4216,416.66668,6.0322865736282365,46.69799999999999
406,406,407,boat,37.752,0.0023,86.65799999999999,86.65799999999999,37.752,61.752,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,48.905999999999985
412,412,413,boat,37.506,0.1574,53.298,53.298,37.506,61.506,0.1049,0.0451,0.1574,0.4671,2083.3332,7.641724390062335,15.792000000000002
413,413,414,boat,48.90600000000001,0.2413,172.458,172.458,48.90600000000001,83.906,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,123.55199999999999
424,424,425,boat,184.35,0.0023,253.174,253.174,184.35,208.35,0.1049,0.0451,0.0023,0.0046,9583.3357,9.167781004513879,68.82400000000001
426,426,427,boat,67.774,0.0897,49.35,49.35,67.774,102.774,0.0678,0.0789,0.0897,1.0905,2083.3332,7.641724390062335,18.424
427,427,428,boat,64.35,0.0361,191.334,191.334,64.35,99.35,0.5333,0.0069,0.0361,0.4216,2916.6666,7.978196667826407,126.98400000000001
428,428,429,boat,34.35,0.0051,102.134,102.134,34.35,69.35,0.5333,0.4522,0.0051,1.0266,1249.9998,7.130898670296334,67.78399999999999
435,435,436,boat,45.402,0.0023,74.354,74.354,45.402,69.402,0.1049,0.0451,0.0023,0.0046,2083.3332,7.641724390062335,28.951999999999998
436,436,437,boat,64.35,0.2413,191.334,191.334,64.35,99.35,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,126.98400000000001
438,438,439,boat,55.77,0.2413,189.618,189.618,55.77,90.77,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,133.84799999999998
444,444,445,boat,167.31400000000005,0.1665,322.048,322.048,167.31400000000005,202.314,0.5333,0.4522,0.1665,0.3975,4583.332,8.430181523517474,154.73399999999995
449,449,450,boat,68.77,0.0156,233.818,233.818,68.77,103.77,0.5333,0.4522,0.0156,0.0058,3749.9999,8.22951109229779,165.048
453,453,454,boat,81.77,0.0613,127.058,127.058,81.77,105.77,0.1049,0.0079,0.0613,0.3087,4583.332,8.430181523517474,45.28800000000001
456,456,457,boat,154.214,0.2601,154.214,154.214,154.214,179.21400000000003,0.0678,0.0503,0.2601,0.5391,7083.3317,8.86549965509619,0.0
459,459,460,boat,54.054,0.0023,78.936,78.936,54.054,78.054,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,24.882000000000005
460,460,461,boat,127.666,0.0014,104.454,104.454,127.666,156.666,0.0678,0.0789,0.0014,0.0029,6250.0013,8.740336950730425,23.212000000000003
462,462,463,boat,45.474,0.1491,45.474,45.474,45.474,70.47399999999998,0.0678,0.0052,0.1491,0.2421,2916.6666,7.978196667826407,0.0
465,465,466,boat,68.77,0.0361,233.818,233.818,68.77,103.77,0.5333,0.0069,0.0361,0.4216,3749.9999,8.22951109229779,165.048
466,466,467,boat,94.77,0.0023,147.25799999999995,147.25799999999995,94.77,118.77,0.1049,0.0451,0.0023,0.0046,5416.6667,8.59723590524362,52.48799999999996
467,467,468,boat,94.77,0.0238,147.25799999999995,147.25799999999995,94.77,118.77,0.1049,0.0451,0.0238,0.0468,5416.6667,8.59723590524362,52.48799999999996
470,470,471,boat,81.77,0.1665,278.018,278.018,81.77,116.77,0.5333,0.4522,0.1665,0.3975,4583.332,8.430181523517474,196.248
476,476,477,boat,166.21200000000005,0.0897,42.282,42.282,166.21200000000005,201.212,0.0678,0.0789,0.0897,1.0905,5416.6667,8.59723590524362,123.93000000000005
477,477,478,boat,36.482,0.1643,36.482,36.482,36.482,65.482,0.0678,0.0789,0.1643,0.5391,4583.332,8.430181523517474,0.0
479,479,480,boat,24.882,0.0023,97.812,97.812,24.882,48.882,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,72.92999999999999
480,480,481,boat,36.482,0.0499,36.482,36.482,36.482,65.482,0.0678,0.0025,0.0499,0.2421,4583.332,8.430181523517474,0.0
484,484,485,boat,108.974,0.1574,139.656,139.656,108.974,132.974,0.1049,0.0451,0.1574,0.4671,3749.9999,8.22951109229779,30.682000000000002
490,490,491,boat,104.414,0.1643,94.35,94.35,104.414,133.414,0.0678,0.0789,0.1643,0.5391,4583.332,8.430181523517474,10.064000000000007
493,493,494,boat,104.454,0.0156,351.496,351.496,104.454,139.454,0.5333,0.4522,0.0156,0.0058,6250.0013,8.740336950730425,247.04199999999997
506,506,507,boat,35.266,0.0014,28.854,28.854,35.266,64.266,0.0678,0.0789,0.0014,0.0029,1249.9998,7.130898670296334,6.411999999999999
510,510,511,boat,44.08600000000001,0.0971,34.874,34.874,44.08600000000001,73.086,0.0678,0.0789,0.0971,0.1648,2083.3332,7.641724390062335,9.21200000000001
512,512,513,boat,98.474,0.2413,384.606,384.606,98.474,133.474,0.5333,0.4522,0.2413,1.0266,7083.3317,8.86549965509619,286.132
522,522,523,boat,87.874,0.0023,144.246,144.246,87.874,111.874,0.1049,0.0451,0.0023,0.0046,6250.0013,8.740336950730425,56.372000000000014
527,527,528,boat,87.874,0.1665,343.206,343.206,87.874,122.874,0.5333,0.4522,0.1665,0.3975,6250.0013,8.740336950730425,255.33200000000002
529,529,530,boat,68.77,0.2413,233.818,233.818,68.77,103.77,0.5333,0.4522,0.2413,1.0266,3749.9999,8.22951109229779,165.048
534,534,535,boat,70.604,0.1574,104.048,104.048,70.604,94.604,0.1049,0.0451,0.1574,0.4671,7083.3317,8.86549965509619,33.444
539,539,540,boat,47.334,0.0361,428.064,428.064,47.334,82.334,0.5333,0.0069,0.0361,0.4216,7916.6663,8.976725474478886,380.73
542,542,543,boat,19.896,0.0361,305.072,305.072,19.896,54.896,0.5333,0.0069,0.0361,0.4216,6250.0013,8.740336950730425,285.176
543,543,544,boat,19.896,0.0361,305.072,305.072,19.896,54.896,0.5333,0.0069,0.0361,0.4216,6250.0013,8.740336950730425,285.176
544,544,545,boat,10.296,0.0613,54.912,54.912,10.296,34.296,0.1049,0.0079,0.0613,0.3087,2916.6666,7.978196667826407,44.616
545,545,546,boat,10.296,0.0361,157.872,157.872,10.296,45.29600000000001,0.5333,0.0069,0.0361,0.4216,2916.6666,7.978196667826407,147.57600000000002
546,546,547,boat,17.496,0.2413,268.272,268.272,17.496,52.496,0.5333,0.4522,0.2413,1.0266,5416.6667,8.59723590524362,250.77599999999998
551,551,552,boat,24.334,0.0023,88.87200000000001,88.87200000000001,24.334,48.334,0.1049,0.0451,0.0023,0.0046,3749.9999,8.22951109229779,64.53800000000001
553,553,554,boat,24.334,0.1574,88.87200000000001,88.87200000000001,24.334,48.334,0.1049,0.0451,0.1574,0.4671,3749.9999,8.22951109229779,64.53800000000001
556,556,557,boat,37.896,0.2413,581.072,581.072,37.896,72.896,0.5333,0.4522,0.2413,1.0266,12499.998,9.43348376329038,543.176
562,562,563,boat,12.696,0.0002,67.712,67.712,12.696,36.696,0.1049,0.0451,0.0002,0.0021,3749.9999,8.22951109229779,55.016000000000005
563,563,564,boat,12.696,0.0613,67.712,67.712,12.696,36.696,0.1049,0.0079,0.0613,0.3087,3749.9999,8.22951109229779,55.016000000000005
564,564,565,boat,7.896,0.0023,42.112,42.112,7.896,31.896,0.1049,0.0451,0.0023,0.0046,2083.3332,7.641724390062335,34.216
565,565,566,boat,10.296,0.2413,157.872,157.872,10.296,45.29600000000001,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,147.57600000000002
568,568,569,boat,46.332,0.1491,46.332,46.332,46.332,71.332,0.0678,0.0052,0.1491,0.2421,2916.6666,7.978196667826407,0.0
569,569,570,boat,19.896,0.0023,106.112,106.112,19.896,43.896,0.1049,0.0451,0.0023,0.0046,6250.0013,8.740336950730425,86.216
573,573,574,boat,17.496,0.1574,93.312,93.312,17.496,41.496,0.1049,0.0451,0.1574,0.4671,5416.6667,8.59723590524362,75.816
574,574,575,boat,10.296,0.0023,54.912,54.912,10.296,34.296,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,44.616
